Outlet_ID,Outlet_Name,City,Location_Tier,Outlet_Size,Outlet_Type,Establishment_Year
OUT0314,Blinkit Ahmedabad - 10,Ahmedabad,Tier 1,Medium,Dark Store,2022
OUT0315,Blinkit Noida - 10,Noida,Tier 1,Small,Express Hub,2023
OUT0316,Blinkit Gurugram - 10,Gurugram,Tier 1,Small,Dark Store,2019
OUT0317,Blinkit Jaipur - 10,Jaipur,Tier 2,Large,Warehouse Store,2022
OUT0318,Blinkit Lucknow - 10,Lucknow,Tier 2,Small,Dark Store,2019
OUT0319,Blinkit Coimbatore - 10,Coimbatore,Tier 2,Medium,Express Hub,2021
OUT0320,Blinkit Indore - 10,Indore,Tier 2,Small,Dark Store,2023
OUT0321,Blinkit Nagpur - 10,Nagpur,Tier 2,Medium,Dark Store,2022
OUT0322,Blinkit Bhopal - 10,Bhopal,Tier 2,Medium,Dark Store,2021
OUT0323,Blinkit Kochi - 10,Kochi,Tier 2,Small,Dark Store,2023
OUT0324,Blinkit Chandigarh - 10,Chandigarh,Tier 2,Large,Dark Store,2022
OUT0325,Blinkit Surat - 10,Surat,Tier 2,Small,Dark Store,2019
OUT0326,Blinkit Vadodara - 10,Vadodara,Tier 2,Medium,Dark Store,2021
OUT0327,Blinkit Visakhapatnam - 10,Visakhapatnam,Tier 2,Medium,Express Hub,2019
OUT0328,Blinkit Patna - 10,Patna,Tier 2,Medium,Dark Store,2023
OUT0329,Blinkit Tiruppur - 10,Tiruppur,Tier 3,Medium,Dark Store,2023
OUT0330,Blinkit Guwahati - 10,Guwahati,Tier 3,Medium,Dark Store,2022
OUT0331,Blinkit Ranchi - 10,Ranchi,Tier 3,Medium,Dark Store,2022
OUT0332,Blinkit Mysuru - 10,Mysuru,Tier 3,Medium,Express Hub,2019
OUT0333,Blinkit Nashik - 10,Nashik,Tier 3,Medium,Dark Store,2019
OUT0334,Blinkit Raipur - 10,Raipur,Tier 3,Large,Dark Store,2018
OUT0335,Blinkit Dehradun - 10,Dehradun,Tier 3,Small,Warehouse Store,2021
OUT0336,Blinkit Jodhpur - 10,Jodhpur,Tier 3,Medium,Dark Store,2020
OUT0337,Blinkit Madurai - 10,Madurai,Tier 3,Medium,Dark Store,2019
OUT0338,Blinkit Amritsar - 10,Amritsar,Tier 3,Small,Express Hub,2022
OUT0339,Blinkit Varanasi - 10,Varanasi,Tier 3,Medium,Dark Store,2023
OUT0340,Blinkit Siliguri - 10,Siliguri,Tier 3,Large,Dark Store,2023
OUT0341,Blinkit Mumbai - 11,Mumbai,Tier 1,Large,Dark Store,2020
OUT0342,Blinkit Delhi - 11,Delhi,Tier 1,Medium,Dark Store,2022
OUT0343,Blinkit Bengaluru - 11,Bengaluru,Tier 1,Medium,Dark Store,2022
OUT0344,Blinkit Hyderabad - 11,Hyderabad,Tier 1,Small,Dark Store,2023
OUT0345,Blinkit Chennai - 11,Chennai,Tier 1,Small,Express Hub,2023
OUT0346,Blinkit Pune - 11,Pune,Tier 1,Medium,Dark Store,2019
OUT0347,Blinkit Kolkata - 11,Kolkata,Tier 1,Medium,Express Hub,2022
OUT0348,Blinkit Ahmedabad - 11,Ahmedabad,Tier 1,Medium,Express Hub,2024
OUT0349,Blinkit Noida - 11,Noida,Tier 1,Large,Express Hub,2022
OUT0350,Blinkit Gurugram - 11,Gurugram,Tier 1,Small,Dark Store,2023
OUT0351,Blinkit Jaipur - 11,Jaipur,Tier 2,Small,Dark Store,2023
OUT0352,Blinkit Lucknow - 11,Lucknow,Tier 2,Medium,Dark Store,2024
OUT0353,Blinkit Coimbatore - 11,Coimbatore,Tier 2,Medium,Express Hub,2021
OUT0354,Blinkit Indore - 11,Indore,Tier 2,Large,Express Hub,2024
OUT0355,Blinkit Nagpur - 11,Nagpur,Tier 2,Small,Express Hub,2022
OUT0356,Blinkit Bhopal - 11,Bhopal,Tier 2,Small,Warehouse Store,2020
OUT0357,Blinkit Kochi - 11,Kochi,Tier 2,Small,Express Hub,2023
OUT0358,Blinkit Chandigarh - 11,Chandigarh,Tier 2,Small,Dark Store,2021
OUT0359,Blinkit Surat - 11,Surat,Tier 2,Medium,Dark Store,2019
OUT0360,Blinkit Vadodara - 11,Vadodara,Tier 2,Small,Warehouse Store,2022
OUT0361,Blinkit Visakhapatnam - 11,Visakhapatnam,Tier 2,Large,Dark Store,2022
OUT0362,Blinkit Patna - 11,Patna,Tier 2,Large,Dark Store,2022
OUT0363,Blinkit Tiruppur - 11,Tiruppur,Tier 3,Small,Dark Store,2020
OUT0364,Blinkit Guwahati - 11,Guwahati,Tier 3,Small,Dark Store,2021
OUT0365,Blinkit Ranchi - 11,Ranchi,Tier 3,Small,Dark Store,2022
OUT0366,Blinkit Mysuru - 11,Mysuru,Tier 3,Small,Dark Store,2022
OUT0367,Blinkit Nashik - 11,Nashik,Tier 3,Small,Dark Store,2020
OUT0368,Blinkit Raipur - 11,Raipur,Tier 3,Small,Warehouse Store,2018
OUT0369,Blinkit Dehradun - 11,Dehradun,Tier 3,Small,Dark Store,2024
OUT0370,Blinkit Jodhpur - 11,Jodhpur,Tier 3,Large,Express Hub,2021
OUT0371,Blinkit Madurai - 11,Madurai,Tier 3,Small,Dark Store,2019
OUT0372,Blinkit Amritsar - 11,Amritsar,Tier 3,Large,Dark Store,2023
OUT0373,Blinkit Varanasi - 11,Varanasi,Tier 3,Small,Express Hub,2022
OUT0374,Blinkit Siliguri - 11,Siliguri,Tier 3,Medium,Dark Store,2024
OUT0375,Blinkit Mumbai - 12,Mumbai,Tier 1,Medium,Express Hub,2022
OUT0376,Blinkit Delhi - 12,Delhi,Tier 1,Large,Dark Store,2021
OUT0377,Blinkit Bengaluru - 12,Bengaluru,Tier 1,Small,Dark Store,2020
OUT0378,Blinkit Hyderabad - 12,Hyderabad,Tier 1,Medium,Dark Store,2021
OUT0379,Blinkit Chennai - 12,Chennai,Tier 1,Small,Dark Store,2019
OUT0380,Blinkit Pune - 12,Pune,Tier 1,Large,Dark Store,2023
OUT0381,Blinkit Kolkata - 12,Kolkata,Tier 1,Medium,Warehouse Store,2023
OUT0382,Blinkit Ahmedabad - 12,Ahmedabad,Tier 1,Small,Dark Store,2021
OUT0383,Blinkit Noida - 12,Noida,Tier 1,Medium,Dark Store,2023
OUT0384,Blinkit Gurugram - 12,Gurugram,Tier 1,Medium,Express Hub,2020
OUT0385,Blinkit Jaipur - 12,Jaipur,Tier 2,Medium,Dark Store,2021
OUT0386,Blinkit Lucknow - 12,Lucknow,Tier 2,Medium,Express Hub,2021
OUT0387,Blinkit Coimbatore - 12,Coimbatore,Tier 2,Medium,Dark Store,2024
OUT0388,Blinkit Indore - 12,Indore,Tier 2,Small,Dark Store,2021
OUT0389,Blinkit Nagpur - 12,Nagpur,Tier 2,Medium,Dark Store,2019
OUT0390,Blinkit Bhopal - 12,Bhopal,Tier 2,Medium,Dark Store,2021
OUT0391,Blinkit Kochi - 12,Kochi,Tier 2,Large,Dark Store,2022
OUT0392,Blinkit Chandigarh - 12,Chandigarh,Tier 2,Small,Dark Store,2020
OUT0393,Blinkit Surat - 12,Surat,Tier 2,Small,Dark Store,2022
OUT0394,Blinkit Vadodara - 12,Vadodara,Tier 2,Small,Express Hub,2022
OUT0395,Blinkit Visakhapatnam - 12,Visakhapatnam,Tier 2,Small,Express Hub,2019
OUT0396,Blinkit Patna - 12,Patna,Tier 2,Medium,Dark Store,2020
OUT0397,Blinkit Tiruppur - 12,Tiruppur,Tier 3,Large,Dark Store,2021
OUT0398,Blinkit Guwahati - 12,Guwahati,Tier 3,Large,Express Hub,2020
OUT0399,Blinkit Ranchi - 12,Ranchi,Tier 3,Small,Dark Store,2022
OUT0400,Blinkit Mysuru - 12,Mysuru,Tier 3,Small,Dark Store,2022
OUT0401,Blinkit Nashik - 12,Nashik,Tier 3,Small,Dark Store,2023
OUT0402,Blinkit Raipur - 12,Raipur,Tier 3,Medium,Express Hub,2018
OUT0403,Blinkit Dehradun - 12,Dehradun,Tier 3,Small,Dark Store,2023
OUT0404,Blinkit Jodhpur - 12,Jodhpur,Tier 3,Medium,Dark Store,2022
OUT0405,Blinkit Madurai - 12,Madurai,Tier 3,Medium,Dark Store,2024
OUT0406,Blinkit Amritsar - 12,Amritsar,Tier 3,Small,Warehouse Store,2024
OUT0407,Blinkit Varanasi - 12,Varanasi,Tier 3,Medium,Warehouse Store,2022
OUT0408,Blinkit Siliguri - 12,Siliguri,Tier 3,Medium,Dark Store,2022
OUT0409,Blinkit Mumbai - 13,Mumbai,Tier 1,Medium,Dark Store,2022
OUT0410,Blinkit Delhi - 13,Delhi,Tier 1,Medium,Dark Store,2023
OUT0411,Blinkit Bengaluru - 13,Bengaluru,Tier 1,Medium,Dark Store,2018
OUT0412,Blinkit Hyderabad - 13,Hyderabad,Tier 1,Medium,Dark Store,2019
OUT0413,Blinkit Chennai - 13,Chennai,Tier 1,Medium,Dark Store,2020
OUT0414,Blinkit Pune - 13,Pune,Tier 1,Large,Dark Store,2024
OUT0415,Blinkit Kolkata - 13,Kolkata,Tier 1,Large,Dark Store,2024
OUT0416,Blinkit Ahmedabad - 13,Ahmedabad,Tier 1,Small,Express Hub,2023
OUT0417,Blinkit Noida - 13,Noida,Tier 1,Small,Dark Store,2022
OUT0418,Blinkit Gurugram - 13,Gurugram,Tier 1,Small,Dark Store,2024
OUT0419,Blinkit Jaipur - 13,Jaipur,Tier 2,Medium,Express Hub,2020
OUT0420,Blinkit Lucknow - 13,Lucknow,Tier 2,Medium,Dark Store,2023
OUT0421,Blinkit Coimbatore - 13,Coimbatore,Tier 2,Medium,Express Hub,2018
OUT0422,Blinkit Indore - 13,Indore,Tier 2,Medium,Dark Store,2023
OUT0423,Blinkit Nagpur - 13,Nagpur,Tier 2,Medium,Dark Store,2021
OUT0424,Blinkit Bhopal - 13,Bhopal,Tier 2,Medium,Warehouse Store,2022
OUT0425,Blinkit Kochi - 13,Kochi,Tier 2,Small,Dark Store,2021
OUT0426,Blinkit Chandigarh - 13,Chandigarh,Tier 2,Medium,Dark Store,2022
OUT0427,Blinkit Surat - 13,Surat,Tier 2,Small,Express Hub,2023
OUT0428,Blinkit Vadodara - 13,Vadodara,Tier 2,Medium,Dark Store,2023
OUT0429,Blinkit Visakhapatnam - 13,Visakhapatnam,Tier 2,Medium,Express Hub,2020
OUT0430,Blinkit Patna - 13,Patna,Tier 2,Medium,Dark Store,2024
OUT0431,Blinkit Tiruppur - 13,Tiruppur,Tier 3,Medium,Dark Store,2022
OUT0432,Blinkit Guwahati - 13,Guwahati,Tier 3,Small,Dark Store,2023
OUT0433,Blinkit Ranchi - 13,Ranchi,Tier 3,Small,Express Hub,2019
OUT0434,Blinkit Mysuru - 13,Mysuru,Tier 3,Small,Dark Store,2021
OUT0435,Blinkit Nashik - 13,Nashik,Tier 3,Small,Dark Store,2021
OUT0436,Blinkit Raipur - 13,Raipur,Tier 3,Small,Express Hub,2022
OUT0437,Blinkit Dehradun - 13,Dehradun,Tier 3,Medium,Express Hub,2020
OUT0438,Blinkit Jodhpur - 13,Jodhpur,Tier 3,Small,Warehouse Store,2019
OUT0439,Blinkit Madurai - 13,Madurai,Tier 3,Medium,Dark Store,2021
OUT0440,Blinkit Amritsar - 13,Amritsar,Tier 3,Medium,Express Hub,2020
OUT0441,Blinkit Varanasi - 13,Varanasi,Tier 3,Medium,Express Hub,2020
OUT0442,Blinkit Siliguri - 13,Siliguri,Tier 3,Small,Dark Store,2019
OUT0443,Blinkit Mumbai - 14,Mumbai,Tier 1,Medium,Dark Store,2021
OUT0444,Blinkit Delhi - 14,Delhi,Tier 1,Medium,Dark Store,2020
OUT0445,Blinkit Bengaluru - 14,Bengaluru,Tier 1,Medium,Dark Store,2022
OUT0446,Blinkit Hyderabad - 14,Hyderabad,Tier 1,Medium,Dark Store,2022
OUT0447,Blinkit Chennai - 14,Chennai,Tier 1,Medium,Express Hub,2019
OUT0448,Blinkit Pune - 14,Pune,Tier 1,Large,Express Hub,2021
OUT0449,Blinkit Kolkata - 14,Kolkata,Tier 1,Medium,Dark Store,2019
OUT0450,Blinkit Ahmedabad - 14,Ahmedabad,Tier 1,Small,Dark Store,2024
OUT0451,Blinkit Noida - 14,Noida,Tier 1,Small,Express Hub,2021
OUT0452,Blinkit Gurugram - 14,Gurugram,Tier 1,Small,Dark Store,2022
OUT0453,Blinkit Jaipur - 14,Jaipur,Tier 2,Medium,Dark Store,2023
OUT0454,Blinkit Lucknow - 14,Lucknow,Tier 2,Small,Express Hub,2021
OUT0455,Blinkit Coimbatore - 14,Coimbatore,Tier 2,Medium,Express Hub,2023
OUT0456,Blinkit Indore - 14,Indore,Tier 2,Medium,Dark Store,2019
OUT0457,Blinkit Nagpur - 14,Nagpur,Tier 2,Medium,Dark Store,2019
OUT0458,Blinkit Bhopal - 14,Bhopal,Tier 2,Small,Express Hub,2024
OUT0459,Blinkit Kochi - 14,Kochi,Tier 2,Medium,Warehouse Store,2023
OUT0460,Blinkit Chandigarh - 14,Chandigarh,Tier 2,Medium,Dark Store,2021
OUT0461,Blinkit Surat - 14,Surat,Tier 2,Large,Dark Store,2020
OUT0462,Blinkit Vadodara - 14,Vadodara,Tier 2,Small,Dark Store,2021
OUT0463,Blinkit Visakhapatnam - 14,Visakhapatnam,Tier 2,Small,Express Hub,2023
OUT0464,Blinkit Patna - 14,Patna,Tier 2,Medium,Dark Store,2022
OUT0465,Blinkit Tiruppur - 14,Tiruppur,Tier 3,Small,Dark Store,2022
OUT0466,Blinkit Guwahati - 14,Guwahati,Tier 3,Medium,Dark Store,2023
OUT0467,Blinkit Ranchi - 14,Ranchi,Tier 3,Small,Dark Store,2023
OUT0468,Blinkit Mysuru - 14,Mysuru,Tier 3,Medium,Express Hub,2024
OUT0469,Blinkit Nashik - 14,Nashik,Tier 3,Medium,Express Hub,2022
OUT0470,Blinkit Raipur - 14,Raipur,Tier 3,Small,Express Hub,2022
OUT0471,Blinkit Dehradun - 14,Dehradun,Tier 3,Large,Dark Store,2020
OUT0472,Blinkit Jodhpur - 14,Jodhpur,Tier 3,Large,Dark Store,2020
OUT0473,Blinkit Madurai - 14,Madurai,Tier 3,Medium,Dark Store,2021
OUT0474,Blinkit Amritsar - 14,Amritsar,Tier 3,Medium,Dark Store,2020
OUT0475,Blinkit Varanasi - 14,Varanasi,Tier 3,Small,Dark Store,2020
OUT0476,Blinkit Siliguri - 14,Siliguri,Tier 3,Small,Express Hub,2021
OUT0477,Blinkit Mumbai - 15,Mumbai,Tier 1,Small,Dark Store,2022
OUT0478,Blinkit Delhi - 15,Delhi,Tier 1,Medium,Dark Store,2023
OUT0479,Blinkit Bengaluru - 15,Bengaluru,Tier 1,Small,Express Hub,2021
OUT0480,Blinkit Hyderabad - 15,Hyderabad,Tier 1,Large,Dark Store,2024
OUT0481,Blinkit Chennai - 15,Chennai,Tier 1,Small,Dark Store,2021
OUT0482,Blinkit Pune - 15,Pune,Tier 1,Medium,Dark Store,2021
OUT0483,Blinkit Kolkata - 15,Kolkata,Tier 1,Small,Dark Store,2024
OUT0484,Blinkit Ahmedabad - 15,Ahmedabad,Tier 1,Medium,Dark Store,2023
OUT0485,Blinkit Noida - 15,Noida,Tier 1,Small,Dark Store,2022
OUT0486,Blinkit Gurugram - 15,Gurugram,Tier 1,Medium,Express Hub,2021
OUT0487,Blinkit Jaipur - 15,Jaipur,Tier 2,Medium,Express Hub,2020
OUT0488,Blinkit Lucknow - 15,Lucknow,Tier 2,Small,Dark Store,2020
OUT0489,Blinkit Coimbatore - 15,Coimbatore,Tier 2,Medium,Express Hub,2023
OUT0490,Blinkit Indore - 15,Indore,Tier 2,Small,Dark Store,2021
OUT0491,Blinkit Nagpur - 15,Nagpur,Tier 2,Medium,Dark Store,2020
OUT0492,Blinkit Bhopal - 15,Bhopal,Tier 2,Medium,Dark Store,2021
OUT0493,Blinkit Kochi - 15,Kochi,Tier 2,Medium,Warehouse Store,2022
OUT0494,Blinkit Chandigarh - 15,Chandigarh,Tier 2,Large,Express Hub,2023
OUT0495,Blinkit Surat - 15,Surat,Tier 2,Medium,Dark Store,2022
OUT0496,Blinkit Vadodara - 15,Vadodara,Tier 2,Medium,Dark Store,2021
OUT0497,Blinkit Visakhapatnam - 15,Visakhapatnam,Tier 2,Large,Dark Store,2018
OUT0498,Blinkit Patna - 15,Patna,Tier 2,Medium,Dark Store,2022
OUT0499,Blinkit Tiruppur - 15,Tiruppur,Tier 3,Small,Express Hub,2023
OUT0500,Blinkit Guwahati - 15,Guwahati,Tier 3,Small,Dark Store,2023
OUT0501,Blinkit Ranchi - 15,Ranchi,Tier 3,Medium,Dark Store,2021
OUT0502,Blinkit Mysuru - 15,Mysuru,Tier 3,Small,Express Hub,2024
OUT0503,Blinkit Nashik - 15,Nashik,Tier 3,Large,Dark Store,2020
OUT0504,Blinkit Raipur - 15,Raipur,Tier 3,Medium,Dark Store,2021
OUT0505,Blinkit Dehradun - 15,Dehradun,Tier 3,Small,Dark Store,2023
OUT0506,Blinkit Jodhpur - 15,Jodhpur,Tier 3,Medium,Dark Store,2022
OUT0507,Blinkit Madurai - 15,Madurai,Tier 3,Small,Dark Store,2020
OUT0508,Blinkit Amritsar - 15,Amritsar,Tier 3,Large,Dark Store,2019
OUT0509,Blinkit Varanasi - 15,Varanasi,Tier 3,Medium,Dark Store,2022
OUT0510,Blinkit Siliguri - 15,Siliguri,Tier 3,Small,Dark Store,2022
OUT0511,Blinkit Mumbai - 16,Mumbai,Tier 1,Medium,Warehouse Store,2021
OUT0512,Blinkit Delhi - 16,Delhi,Tier 1,Medium,Dark Store,2020
OUT0513,Blinkit Bengaluru - 16,Bengaluru,Tier 1,Medium,Dark Store,2021
OUT0514,Blinkit Hyderabad - 16,Hyderabad,Tier 1,Medium,Dark Store,2022
OUT0515,Blinkit Chennai - 16,Chennai,Tier 1,Medium,Express Hub,2024
OUT0516,Blinkit Pune - 16,Pune,Tier 1,Large,Dark Store,2021
OUT0517,Blinkit Kolkata - 16,Kolkata,Tier 1,Medium,Dark Store,2021
OUT0518,Blinkit Ahmedabad - 16,Ahmedabad,Tier 1,Large,Dark Store,2021
OUT0519,Blinkit Noida - 16,Noida,Tier 1,Medium,Express Hub,2022
OUT0520,Blinkit Gurugram - 16,Gurugram,Tier 1,Medium,Dark Store,2023
OUT0521,Blinkit Jaipur - 16,Jaipur,Tier 2,Medium,Express Hub,2018
OUT0522,Blinkit Lucknow - 16,Lucknow,Tier 2,Small,Dark Store,2021
OUT0523,Blinkit Coimbatore - 16,Coimbatore,Tier 2,Large,Dark Store,2022
OUT0524,Blinkit Indore - 16,Indore,Tier 2,Medium,Warehouse Store,2022
OUT0525,Blinkit Nagpur - 16,Nagpur,Tier 2,Large,Express Hub,2019
OUT0526,Blinkit Bhopal - 16,Bhopal,Tier 2,Small,Dark Store,2023
OUT0527,Blinkit Kochi - 16,Kochi,Tier 2,Small,Dark Store,2022
OUT0528,Blinkit Chandigarh - 16,Chandigarh,Tier 2,Medium,Dark Store,2022
OUT0529,Blinkit Surat - 16,Surat,Tier 2,Small,Warehouse Store,2021
OUT0530,Blinkit Vadodara - 16,Vadodara,Tier 2,Small,Dark Store,2024
OUT0531,Blinkit Visakhapatnam - 16,Visakhapatnam,Tier 2,Medium,Express Hub,2020
OUT0532,Blinkit Patna - 16,Patna,Tier 2,Small,Dark Store,2022
OUT0533,Blinkit Tiruppur - 16,Tiruppur,Tier 3,Large,Express Hub,2020
OUT0534,Blinkit Guwahati - 16,Guwahati,Tier 3,Small,Warehouse Store,2022
OUT0535,Blinkit Ranchi - 16,Ranchi,Tier 3,Large,Express Hub,2021
OUT0536,Blinkit Mysuru - 16,Mysuru,Tier 3,Large,Dark Store,2022
OUT0537,Blinkit Nashik - 16,Nashik,Tier 3,Small,Dark Store,2022
OUT0538,Blinkit Raipur - 16,Raipur,Tier 3,Small,Dark Store,2020
OUT0539,Blinkit Dehradun - 16,Dehradun,Tier 3,Medium,Dark Store,2021
OUT0540,Blinkit Jodhpur - 16,Jodhpur,Tier 3,Large,Warehouse Store,2021
OUT0541,Blinkit Madurai - 16,Madurai,Tier 3,Medium,Express Hub,2019
OUT0542,Blinkit Amritsar - 16,Amritsar,Tier 3,Medium,Express Hub,2023
OUT0543,Blinkit Varanasi - 16,Varanasi,Tier 3,Small,Express Hub,2019
OUT0544,Blinkit Siliguri - 16,Siliguri,Tier 3,Large,Dark Store,2022
OUT0545,Blinkit Mumbai - 17,Mumbai,Tier 1,Small,Dark Store,2020
OUT0546,Blinkit Delhi - 17,Delhi,Tier 1,Medium,Dark Store,2018
OUT0547,Blinkit Bengaluru - 17,Bengaluru,Tier 1,Medium,Dark Store,2022
OUT0548,Blinkit Hyderabad - 17,Hyderabad,Tier 1,Small,Express Hub,2022
OUT0549,Blinkit Chennai - 17,Chennai,Tier 1,Medium,Express Hub,2018
OUT0550,Blinkit Pune - 17,Pune,Tier 1,Medium,Express Hub,2022
OUT0551,Blinkit Kolkata - 17,Kolkata,Tier 1,Medium,Express Hub,2019
OUT0552,Blinkit Ahmedabad - 17,Ahmedabad,Tier 1,Medium,Dark Store,2024
OUT0553,Blinkit Noida - 17,Noida,Tier 1,Medium,Dark Store,2023
OUT0554,Blinkit Gurugram - 17,Gurugram,Tier 1,Small,Dark Store,2020
OUT0555,Blinkit Jaipur - 17,Jaipur,Tier 2,Small,Dark Store,2020
OUT0556,Blinkit Lucknow - 17,Lucknow,Tier 2,Small,Dark Store,2024
OUT0557,Blinkit Coimbatore - 17,Coimbatore,Tier 2,Small,Warehouse Store,2021
OUT0558,Blinkit Indore - 17,Indore,Tier 2,Medium,Dark Store,2024
OUT0559,Blinkit Nagpur - 17,Nagpur,Tier 2,Small,Dark Store,2021
OUT0560,Blinkit Bhopal - 17,Bhopal,Tier 2,Small,Dark Store,2019
OUT0561,Blinkit Kochi - 17,Kochi,Tier 2,Small,Dark Store,2019
OUT0562,Blinkit Chandigarh - 17,Chandigarh,Tier 2,Small,Dark Store,2021
OUT0563,Blinkit Surat - 17,Surat,Tier 2,Small,Express Hub,2020
OUT0564,Blinkit Vadodara - 17,Vadodara,Tier 2,Medium,Dark Store,2024
OUT0565,Blinkit Visakhapatnam - 17,Visakhapatnam,Tier 2,Medium,Dark Store,2023
OUT0566,Blinkit Patna - 17,Patna,Tier 2,Medium,Dark Store,2019
OUT0567,Blinkit Tiruppur - 17,Tiruppur,Tier 3,Small,Dark Store,2019
OUT0568,Blinkit Guwahati - 17,Guwahati,Tier 3,Medium,Express Hub,2020
OUT0569,Blinkit Ranchi - 17,Ranchi,Tier 3,Small,Dark Store,2022
OUT0570,Blinkit Mysuru - 17,Mysuru,Tier 3,Medium,Dark Store,2023
OUT0571,Blinkit Nashik - 17,Nashik,Tier 3,Large,Express Hub,2020
OUT0572,Blinkit Raipur - 17,Raipur,Tier 3,Medium,Dark Store,2023
OUT0573,Blinkit Dehradun - 17,Dehradun,Tier 3,Small,Express Hub,2021
OUT0574,Blinkit Jodhpur - 17,Jodhpur,Tier 3,Small,Express Hub,2022
OUT0575,Blinkit Madurai - 17,Madurai,Tier 3,Small,Dark Store,2021
OUT0576,Blinkit Amritsar - 17,Amritsar,Tier 3,Large,Dark Store,2023
OUT0577,Blinkit Varanasi - 17,Varanasi,Tier 3,Large,Express Hub,2024
OUT0578,Blinkit Siliguri - 17,Siliguri,Tier 3,Medium,Express Hub,2023
OUT0579,Blinkit Mumbai - 18,Mumbai,Tier 1,Medium,Dark Store,2022
OUT0580,Blinkit Delhi - 18,Delhi,Tier 1,Large,Dark Store,2023
OUT0581,Blinkit Bengaluru - 18,Bengaluru,Tier 1,Medium,Dark Store,2024
OUT0582,Blinkit Hyderabad - 18,Hyderabad,Tier 1,Medium,Dark Store,2019
OUT0583,Blinkit Chennai - 18,Chennai,Tier 1,Medium,Dark Store,2021
OUT0584,Blinkit Pune - 18,Pune,Tier 1,Large,Express Hub,2021
OUT0585,Blinkit Kolkata - 18,Kolkata,Tier 1,Medium,Warehouse Store,2023
OUT0586,Blinkit Ahmedabad - 18,Ahmedabad,Tier 1,Small,Dark Store,2020
OUT0587,Blinkit Noida - 18,Noida,Tier 1,Medium,Express Hub,2022
OUT0588,Blinkit Gurugram - 18,Gurugram,Tier 1,Small,Express Hub,2021
OUT0589,Blinkit Jaipur - 18,Jaipur,Tier 2,Small,Dark Store,2024
OUT0590,Blinkit Lucknow - 18,Lucknow,Tier 2,Medium,Dark Store,2021
OUT0591,Blinkit Coimbatore - 18,Coimbatore,Tier 2,Medium,Dark Store,2021
OUT0592,Blinkit Indore - 18,Indore,Tier 2,Small,Warehouse Store,2021
OUT0593,Blinkit Nagpur - 18,Nagpur,Tier 2,Small,Dark Store,2021
OUT0594,Blinkit Bhopal - 18,Bhopal,Tier 2,Large,Dark Store,2022
OUT0595,Blinkit Kochi - 18,Kochi,Tier 2,Small,Express Hub,2019
OUT0596,Blinkit Chandigarh - 18,Chandigarh,Tier 2,Medium,Dark Store,2024
OUT0597,Blinkit Surat - 18,Surat,Tier 2,Medium,Dark Store,2023
OUT0598,Blinkit Vadodara - 18,Vadodara,Tier 2,Medium,Express Hub,2020
OUT0599,Blinkit Visakhapatnam - 18,Visakhapatnam,Tier 2,Medium,Express Hub,2022
OUT0600,Blinkit Patna - 18,Patna,Tier 2,Small,Dark Store,2020
OUT0601,Blinkit Tiruppur - 18,Tiruppur,Tier 3,Medium,Dark Store,2023
OUT0602,Blinkit Guwahati - 18,Guwahati,Tier 3,Medium,Express Hub,2019
OUT0603,Blinkit Ranchi - 18,Ranchi,Tier 3,Small,Warehouse Store,2022
OUT0604,Blinkit Mysuru - 18,Mysuru,Tier 3,Medium,Express Hub,2023
OUT0605,Blinkit Nashik - 18,Nashik,Tier 3,Large,Dark Store,2024
OUT0606,Blinkit Raipur - 18,Raipur,Tier 3,Medium,Express Hub,2021
OUT0607,Blinkit Dehradun - 18,Dehradun,Tier 3,Small,Dark Store,2022
OUT0608,Blinkit Jodhpur - 18,Jodhpur,Tier 3,Large,Warehouse Store,2024
OUT0609,Blinkit Madurai - 18,Madurai,Tier 3,Medium,Express Hub,2021
OUT0610,Blinkit Amritsar - 18,Amritsar,Tier 3,Small,Warehouse Store,2021
OUT0611,Blinkit Varanasi - 18,Varanasi,Tier 3,Medium,Express Hub,2018
OUT0612,Blinkit Siliguri - 18,Siliguri,Tier 3,Small,Express Hub,2022
OUT0613,Blinkit Mumbai - 19,Mumbai,Tier 1,Large,Dark Store,2020
OUT0614,Blinkit Delhi - 19,Delhi,Tier 1,Medium,Dark Store,2022
OUT0615,Blinkit Bengaluru - 19,Bengaluru,Tier 1,Medium,Dark Store,2020
OUT0616,Blinkit Hyderabad - 19,Hyderabad,Tier 1,Medium,Warehouse Store,2020
OUT0617,Blinkit Chennai - 19,Chennai,Tier 1,Medium,Warehouse Store,2022
OUT0618,Blinkit Pune - 19,Pune,Tier 1,Medium,Dark Store,2021
OUT0619,Blinkit Kolkata - 19,Kolkata,Tier 1,Small,Express Hub,2021
OUT0620,Blinkit Ahmedabad - 19,Ahmedabad,Tier 1,Medium,Dark Store,2018
OUT0621,Blinkit Noida - 19,Noida,Tier 1,Small,Dark Store,2021
OUT0622,Blinkit Gurugram - 19,Gurugram,Tier 1,Medium,Dark Store,2023
OUT0623,Blinkit Jaipur - 19,Jaipur,Tier 2,Large,Dark Store,2020
OUT0624,Blinkit Lucknow - 19,Lucknow,Tier 2,Small,Dark Store,2023
OUT0625,Blinkit Coimbatore - 19,Coimbatore,Tier 2,Medium,Dark Store,2023
OUT0626,Blinkit Indore - 19,Indore,Tier 2,Small,Dark Store,2024
OUT0627,Blinkit Nagpur - 19,Nagpur,Tier 2,Medium,Express Hub,2021
