Item_ID,Item_Name,Category,Brand,MRP,Pack_Size,Fat_Content,Shelf_Life_Days
ITM0315,Surf Excel Chocolate Bar,Snacks & Munchies,Surf Excel,147.31,2 L,N/A,2
ITM0316,ITC Green Tea,Beverages,ITC,162.33,250 g,N/A,365
ITM0317,Tata Sugar,Staples,Tata,102.63,1 pc,N/A,365
ITM0318,Britannia Body Lotion,Personal Care,Britannia,219.4,1 kg,N/A,90
ITM0319,Patanjali Garbage Bags,Home Care,Patanjali,242.33,6 pcs,N/A,365
ITM0320,Pedigree Cake,Bakery,Pedigree,138.79,100 g,N/A,180
ITM0321,ITC Frozen Peas,Frozen & Instant Food,ITC,161.41,2 L,N/A,90
ITM0322,Haldiram's Baby Wipes,Baby Care,Haldiram's,135.99,500 g,N/A,30
ITM0323,HUL Batteries,Stationery & Electronics,HUL,753.94,12 pcs,N/A,365
ITM0324,Haldiram's Pet Treats,Pet Care,Haldiram's,247.2,250 g,N/A,365
ITM0325,Britannia Cabbage,Fruits & Vegetables,Britannia,108.77,1 kg,N/A,7
ITM0326,Surf Excel Cornflakes,Dairy & Breakfast,Surf Excel,56.23,250 g,Low Fat,90
ITM0327,Nestle Popcorn,Snacks & Munchies,Nestle,17.39,250 g,N/A,30
ITM0328,Surf Excel Cola,Beverages,Surf Excel,26.27,6 pcs,N/A,180
ITM0329,Colgate Sooji,Staples,Colgate,134.08,100 g,N/A,365
ITM0330,Patanjali Toothpaste,Personal Care,Patanjali,265.58,12 pcs,N/A,365
ITM0331,Nestle Dishwash Liquid,Home Care,Nestle,162.29,1 kg,N/A,30
ITM0332,HUL Muffin,Bakery,HUL,135.96,6 pcs,N/A,180
ITM0333,Parle Frozen Fries,Frozen & Instant Food,Parle,178.77,500 g,N/A,7
ITM0334,Local Brand Baby Wipes,Baby Care,Local Brand,183.24,6 pcs,N/A,2
ITM0335,Britannia USB Cable,Stationery & Electronics,Britannia,182.55,100 g,N/A,30
ITM0336,Cadbury Pet Treats,Pet Care,Cadbury,151.35,2 L,N/A,180
ITM0337,Haldiram's Banana,Fruits & Vegetables,Haldiram's,56.26,200 g,N/A,365
ITM0338,Pedigree Oats,Dairy & Breakfast,Pedigree,87.5,12 pcs,Regular,180
ITM0339,Himalaya Biscuits,Snacks & Munchies,Himalaya,112.86,250 g,N/A,90
ITM0340,Mother Dairy Lemonade,Beverages,Mother Dairy,169.14,500 g,N/A,2
ITM0341,Fortune Sooji,Staples,Fortune,376.87,100 g,N/A,90
ITM0342,Patanjali Body Lotion,Personal Care,Patanjali,217.46,250 g,N/A,365
ITM0343,HUL Glass Cleaner,Home Care,HUL,159.46,1 pc,N/A,30
ITM0344,Fortune Cookies,Bakery,Fortune,92.39,1 kg,N/A,180
ITM0345,Colgate Ice Cream,Frozen & Instant Food,Colgate,50.37,100 g,N/A,7
ITM0346,Surf Excel Baby Powder,Baby Care,Surf Excel,552.4,12 pcs,N/A,365
ITM0347,Nestle Pen Set,Stationery & Electronics,Nestle,444.2,1 kg,N/A,365
ITM0348,Nestle Cat Food,Pet Care,Nestle,191.89,1 kg,N/A,7
ITM0349,HUL Capsicum,Fruits & Vegetables,HUL,37.48,6 pcs,N/A,2
ITM0350,Tata Bread,Dairy & Breakfast,Tata,162.39,1 kg,Low Fat,7
ITM0351,Surf Excel Banana Chips,Snacks & Munchies,Surf Excel,54.86,500 g,N/A,2
ITM0352,Fortune Energy Drink,Beverages,Fortune,67.67,500 g,N/A,90
ITM0353,Tata Cooking Oil,Staples,Tata,537.48,100 g,N/A,2
ITM0354,Everest Lip Balm,Personal Care,Everest,96.13,100 g,N/A,90
ITM0355,ITC Air Freshener,Home Care,ITC,304.24,2 L,N/A,365
ITM0356,Cadbury Pastry,Bakery,Cadbury,249.24,1 kg,N/A,2
ITM0357,Haldiram's Instant Noodles,Frozen & Instant Food,Haldiram's,163.38,1 kg,N/A,90
ITM0358,Himalaya Feeding Bottle,Baby Care,Himalaya,219.24,12 pcs,N/A,365
ITM0359,Parle USB Cable,Stationery & Electronics,Parle,459.49,250 g,N/A,30
ITM0360,Colgate Pet Treats,Pet Care,Colgate,384.07,500 g,N/A,7
ITM0361,HUL Lemon,Fruits & Vegetables,HUL,35.29,2 L,N/A,365
ITM0362,Amul Curd,Dairy & Breakfast,Amul,141.57,1 pc,Regular,30
ITM0363,Colgate Chocolate Bar,Snacks & Munchies,Colgate,139.75,1 pc,N/A,365
ITM0364,Dabur Lemonade,Beverages,Dabur,79.27,250 g,N/A,90
ITM0365,Dabur Cooking Oil,Staples,Dabur,408.9,1 kg,N/A,90
ITM0366,HUL Hand Sanitizer,Personal Care,HUL,188.29,100 g,N/A,2
ITM0367,HUL Toilet Cleaner,Home Care,HUL,264.17,200 g,N/A,30
ITM0368,Tata Pastry,Bakery,Tata,149.41,6 pcs,N/A,30
ITM0369,Fortune Frozen Nuggets,Frozen & Instant Food,Fortune,374.63,12 pcs,N/A,90
ITM0370,Cadbury Diapers,Baby Care,Cadbury,136.8,1 pc,N/A,30
ITM0371,ITC Extension Cord,Stationery & Electronics,ITC,533.71,2 L,N/A,2
ITM0372,Amul Pet Shampoo,Pet Care,Amul,433.82,2 L,N/A,2
ITM0373,HUL Capsicum,Fruits & Vegetables,HUL,104.48,6 pcs,N/A,90
ITM0374,Parle Paneer,Dairy & Breakfast,Parle,26.78,1 pc,Regular,30
ITM0375,Surf Excel Rusk,Snacks & Munchies,Surf Excel,62.23,12 pcs,N/A,30
ITM0376,Cadbury Tea Bags,Beverages,Cadbury,159.48,200 g,N/A,90
ITM0377,Fortune Toor Dal,Staples,Fortune,580.63,100 g,N/A,365
ITM0378,Surf Excel Lip Balm,Personal Care,Surf Excel,287.71,200 g,N/A,365
ITM0379,Dabur Garbage Bags,Home Care,Dabur,71.34,500 g,N/A,90
ITM0380,Tata Pastry,Bakery,Tata,245.89,1 pc,N/A,90
ITM0381,Haldiram's Momos,Frozen & Instant Food,Haldiram's,179.49,200 g,N/A,7
ITM0382,Surf Excel Baby Food,Baby Care,Surf Excel,686.4,12 pcs,N/A,30
ITM0383,HUL Batteries,Stationery & Electronics,HUL,790.67,100 g,N/A,90
ITM0384,Fortune Dog Food,Pet Care,Fortune,438.87,1 kg,N/A,7
ITM0385,Cadbury Lemon,Fruits & Vegetables,Cadbury,54.56,12 pcs,N/A,2
ITM0386,Mother Dairy Cheese Slices,Dairy & Breakfast,Mother Dairy,194.73,1 kg,Regular,7
ITM0387,Mother Dairy Biscuits,Snacks & Munchies,Mother Dairy,58.18,200 g,N/A,2
ITM0388,Himalaya Tea Bags,Beverages,Himalaya,92.9,250 g,N/A,365
ITM0389,Tata Poha,Staples,Tata,404.93,100 g,N/A,365
ITM0390,Local Brand Sunscreen,Personal Care,Local Brand,221.61,200 g,N/A,2
ITM0391,Tata Air Freshener,Home Care,Tata,348,1 kg,N/A,365
ITM0392,Amul Muffin,Bakery,Amul,182.33,1 kg,N/A,365
ITM0393,Dabur Frozen Paratha,Frozen & Instant Food,Dabur,377.56,100 g,N/A,365
ITM0394,ITC Feeding Bottle,Baby Care,ITC,141.88,100 g,N/A,7
ITM0395,MTR LED Bulb,Stationery & Electronics,MTR,826.7,1 kg,N/A,90
ITM0396,Dabur Pet Shampoo,Pet Care,Dabur,311.41,2 L,N/A,365
ITM0397,Patanjali Onion,Fruits & Vegetables,Patanjali,34.88,250 g,N/A,30
ITM0398,Pedigree Paneer,Dairy & Breakfast,Pedigree,55.64,6 pcs,Regular,180
ITM0399,Colgate Nachos,Snacks & Munchies,Colgate,146.63,1 pc,N/A,365
ITM0400,Local Brand Buttermilk,Beverages,Local Brand,163.24,200 g,N/A,90
ITM0401,Fortune Salt,Staples,Fortune,543.4,200 g,N/A,180
ITM0402,Everest Lip Balm,Personal Care,Everest,232.56,1 kg,N/A,30
ITM0403,Dabur Detergent Powder,Home Care,Dabur,161.37,200 g,N/A,2
ITM0404,Mother Dairy Cake,Bakery,Mother Dairy,122.6,12 pcs,N/A,365
ITM0405,Local Brand Frozen Nuggets,Frozen & Instant Food,Local Brand,62.31,250 g,N/A,7
ITM0406,Patanjali Baby Wipes,Baby Care,Patanjali,253.09,2 L,N/A,90
ITM0407,Himalaya Batteries,Stationery & Electronics,Himalaya,880.16,100 g,N/A,2
ITM0408,Dabur Dog Food,Pet Care,Dabur,112.93,200 g,N/A,7
ITM0409,Mother Dairy Potato,Fruits & Vegetables,Mother Dairy,110.81,250 g,N/A,90
ITM0410,Everest Cornflakes,Dairy & Breakfast,Everest,285.19,200 g,Regular,365
ITM0411,Local Brand Peanuts,Snacks & Munchies,Local Brand,58.71,2 L,N/A,2
ITM0412,Tata Instant Coffee,Beverages,Tata,98.81,1 pc,N/A,30
ITM0413,HUL Chana,Staples,HUL,342.67,6 pcs,N/A,7
ITM0414,HUL Body Lotion,Personal Care,HUL,311.28,200 g,N/A,30
ITM0415,Colgate Mop,Home Care,Colgate,263.79,250 g,N/A,7
ITM0416,Himalaya Muffin,Bakery,Himalaya,63.22,12 pcs,N/A,90
ITM0417,Fortune Frozen Peas,Frozen & Instant Food,Fortune,227.87,1 kg,N/A,30
ITM0418,Pedigree Baby Wipes,Baby Care,Pedigree,440.4,1 kg,N/A,30
ITM0419,Pedigree Earphones,Stationery & Electronics,Pedigree,545.87,100 g,N/A,7
ITM0420,Local Brand Pet Shampoo,Pet Care,Local Brand,106.43,1 pc,N/A,90
ITM0421,Parle Beans,Fruits & Vegetables,Parle,64.93,2 L,N/A,2
ITM0422,Colgate Yogurt,Dairy & Breakfast,Colgate,235.66,6 pcs,Regular,30
ITM0423,Local Brand Nachos,Snacks & Munchies,Local Brand,129.87,6 pcs,N/A,30
ITM0424,Haldiram's Soda,Beverages,Haldiram's,140.93,1 pc,N/A,365
ITM0425,Dabur Sooji,Staples,Dabur,278.05,1 pc,N/A,90
ITM0426,Amul Hair Oil,Personal Care,Amul,233.88,6 pcs,N/A,7
ITM0427,MTR Garbage Bags,Home Care,MTR,80.66,500 g,N/A,90
ITM0428,ITC Cookies,Bakery,ITC,225.78,6 pcs,N/A,30
ITM0429,ITC Ice Cream,Frozen & Instant Food,ITC,384.62,12 pcs,N/A,7
ITM0430,Dabur Baby Wipes,Baby Care,Dabur,470.57,250 g,N/A,365
ITM0431,Everest LED Bulb,Stationery & Electronics,Everest,646.1,12 pcs,N/A,30
ITM0432,Everest Dog Food,Pet Care,Everest,156.66,1 kg,N/A,30
ITM0433,HUL Apple,Fruits & Vegetables,HUL,28.36,6 pcs,N/A,180
ITM0434,ITC Cornflakes,Dairy & Breakfast,ITC,181.37,100 g,Low Fat,180
ITM0435,ITC Trail Mix,Snacks & Munchies,ITC,72.75,12 pcs,N/A,365
ITM0436,Tata Mineral Water,Beverages,Tata,84.95,200 g,N/A,90
ITM0437,HUL Toor Dal,Staples,HUL,174.92,500 g,N/A,180
ITM0438,HUL Toothpaste,Personal Care,HUL,159.12,500 g,N/A,30
ITM0439,MTR Floor Cleaner,Home Care,MTR,154.47,250 g,N/A,7
ITM0440,Everest Croissant,Bakery,Everest,233.9,500 g,N/A,90
ITM0441,Amul Ready-to-eat Meal,Frozen & Instant Food,Amul,399.59,12 pcs,N/A,90
ITM0442,Surf Excel Baby Shampoo,Baby Care,Surf Excel,736.03,1 kg,N/A,90
ITM0443,Everest LED Bulb,Stationery & Electronics,Everest,43.75,100 g,N/A,90
ITM0444,Parle Cat Food,Pet Care,Parle,291.83,1 kg,N/A,90
ITM0445,Local Brand Capsicum,Fruits & Vegetables,Local Brand,26.41,12 pcs,N/A,7
ITM0446,Everest Paneer,Dairy & Breakfast,Everest,300.55,6 pcs,Regular,365
ITM0447,Surf Excel Namkeen Mix,Snacks & Munchies,Surf Excel,54.01,200 g,N/A,30
ITM0448,Colgate Instant Coffee,Beverages,Colgate,188.98,1 pc,N/A,30
ITM0449,Mother Dairy Chana,Staples,Mother Dairy,205.93,200 g,N/A,7
ITM0450,MTR Toothpaste,Personal Care,MTR,429.72,100 g,N/A,30
ITM0451,Colgate Dishwash Liquid,Home Care,Colgate,251.21,6 pcs,N/A,7
ITM0452,Tata Cookies,Bakery,Tata,80.88,12 pcs,N/A,365
ITM0453,ITC Frozen Nuggets,Frozen & Instant Food,ITC,287.2,2 L,N/A,7
ITM0454,Pedigree Baby Lotion,Baby Care,Pedigree,775.16,250 g,N/A,30
ITM0455,Haldiram's Notebook,Stationery & Electronics,Haldiram's,406.29,6 pcs,N/A,180
ITM0456,Local Brand Cat Food,Pet Care,Local Brand,276.73,6 pcs,N/A,365
ITM0457,Tata Watermelon,Fruits & Vegetables,Tata,15.45,1 pc,N/A,365
ITM0458,Surf Excel Cornflakes,Dairy & Breakfast,Surf Excel,92.6,100 g,Regular,365
ITM0459,Everest Nachos,Snacks & Munchies,Everest,65.33,100 g,N/A,180
ITM0460,Dabur Packaged Juice,Beverages,Dabur,53.99,200 g,N/A,30
ITM0461,Haldiram's Toor Dal,Staples,Haldiram's,522.62,1 kg,N/A,90
ITM0462,Cadbury Hair Oil,Personal Care,Cadbury,443.19,200 g,N/A,30
ITM0463,Tata Air Freshener,Home Care,Tata,116.22,2 L,N/A,180
ITM0464,Everest Cake,Bakery,Everest,42.49,500 g,N/A,7
ITM0465,Britannia Ready-to-eat Meal,Frozen & Instant Food,Britannia,212.34,200 g,N/A,30
ITM0466,Everest Baby Wipes,Baby Care,Everest,735.32,1 kg,N/A,30
ITM0467,Local Brand LED Bulb,Stationery & Electronics,Local Brand,251.61,250 g,N/A,7
ITM0468,Himalaya Dog Food,Pet Care,Himalaya,289.06,2 L,N/A,365
ITM0469,Local Brand Apple,Fruits & Vegetables,Local Brand,18.69,500 g,N/A,7
ITM0470,Local Brand Yogurt,Dairy & Breakfast,Local Brand,279.44,200 g,Low Fat,365
ITM0471,Surf Excel Peanuts,Snacks & Munchies,Surf Excel,128.77,100 g,N/A,2
ITM0472,Surf Excel Mineral Water,Beverages,Surf Excel,75.04,12 pcs,N/A,90
ITM0473,Everest Besan,Staples,Everest,111.84,200 g,N/A,365
ITM0474,ITC Hair Oil,Personal Care,ITC,226.49,6 pcs,N/A,365
ITM0475,Fortune Floor Cleaner,Home Care,Fortune,270.88,100 g,N/A,180
ITM0476,Local Brand Pastry,Bakery,Local Brand,47.1,250 g,N/A,7
ITM0477,Fortune Frozen Paratha,Frozen & Instant Food,Fortune,226.85,1 kg,N/A,30
ITM0478,Colgate Baby Powder,Baby Care,Colgate,739.21,12 pcs,N/A,7
ITM0479,MTR LED Bulb,Stationery & Electronics,MTR,619.84,250 g,N/A,7
ITM0480,HUL Pet Shampoo,Pet Care,HUL,579.53,12 pcs,N/A,180
ITM0481,Himalaya Papaya,Fruits & Vegetables,Himalaya,118.34,500 g,N/A,90
ITM0482,Cadbury Bread,Dairy & Breakfast,Cadbury,345.65,1 kg,Low Fat,30
ITM0483,Local Brand Namkeen Mix,Snacks & Munchies,Local Brand,49.77,12 pcs,N/A,180
ITM0484,Dabur Soda,Beverages,Dabur,196.4,1 kg,N/A,30
ITM0485,Tata Rajma,Staples,Tata,228.64,6 pcs,N/A,90
ITM0486,Cadbury Face Wash,Personal Care,Cadbury,381.84,2 L,N/A,7
ITM0487,Himalaya Dishwash Liquid,Home Care,Himalaya,214.69,6 pcs,N/A,90
ITM0488,Nestle Bun,Bakery,Nestle,100.1,12 pcs,N/A,2
ITM0489,Colgate Frozen Nuggets,Frozen & Instant Food,Colgate,380.8,500 g,N/A,2
ITM0490,MTR Baby Food,Baby Care,MTR,280.33,1 kg,N/A,180
ITM0491,MTR Extension Cord,Stationery & Electronics,MTR,217.85,12 pcs,N/A,90
ITM0492,Everest Cat Food,Pet Care,Everest,207.76,12 pcs,N/A,2
ITM0493,HUL Apple,Fruits & Vegetables,HUL,89.55,2 L,N/A,90
ITM0494,MTR Bread,Dairy & Breakfast,MTR,197.77,100 g,Low Fat,30
ITM0495,Local Brand Potato Chips,Snacks & Munchies,Local Brand,38.21,100 g,N/A,365
ITM0496,Nestle Buttermilk,Beverages,Nestle,124.15,500 g,N/A,7
ITM0497,Pedigree Sugar,Staples,Pedigree,545.62,6 pcs,N/A,30
ITM0498,Colgate Lip Balm,Personal Care,Colgate,134.71,200 g,N/A,2
ITM0499,ITC Floor Cleaner,Home Care,ITC,62.1,100 g,N/A,2
ITM0500,Amul Bread Sticks,Bakery,Amul,210.27,200 g,N/A,90
ITM0501,Everest Frozen Peas,Frozen & Instant Food,Everest,270.82,500 g,N/A,90
ITM0502,Haldiram's Feeding Bottle,Baby Care,Haldiram's,598.92,1 kg,N/A,30
ITM0503,HUL Batteries,Stationery & Electronics,HUL,436.86,100 g,N/A,180
ITM0504,Everest Dog Food,Pet Care,Everest,159.84,250 g,N/A,7
ITM0505,Colgate Papaya,Fruits & Vegetables,Colgate,49.67,2 L,N/A,365
ITM0506,Surf Excel Ghee,Dairy & Breakfast,Surf Excel,273.63,100 g,Low Fat,7
ITM0507,Parle Popcorn,Snacks & Munchies,Parle,137.37,6 pcs,N/A,30
ITM0508,Mother Dairy Green Tea,Beverages,Mother Dairy,72.17,500 g,N/A,90
ITM0509,Haldiram's Besan,Staples,Haldiram's,389.19,1 pc,N/A,7
ITM0510,Cadbury Face Wash,Personal Care,Cadbury,319.9,1 pc,N/A,2
ITM0511,Everest Mop,Home Care,Everest,166.8,1 kg,N/A,2
ITM0512,Tata Bread Sticks,Bakery,Tata,121.42,12 pcs,N/A,7
ITM0513,Colgate Frozen Fries,Frozen & Instant Food,Colgate,241.03,12 pcs,N/A,180
ITM0514,Parle Feeding Bottle,Baby Care,Parle,449.44,100 g,N/A,365
ITM0515,Himalaya Batteries,Stationery & Electronics,Himalaya,489.93,1 kg,N/A,90
ITM0516,MTR Pet Treats,Pet Care,MTR,117.36,500 g,N/A,90
ITM0517,Fortune Green Chilli,Fruits & Vegetables,Fortune,66.82,2 L,N/A,90
ITM0518,Pedigree Muesli,Dairy & Breakfast,Pedigree,171.44,1 pc,Low Fat,7
ITM0519,Nestle Namkeen Mix,Snacks & Munchies,Nestle,10.08,1 pc,N/A,180
ITM0520,Fortune Instant Coffee,Beverages,Fortune,25.79,6 pcs,N/A,90
ITM0521,Britannia Chana,Staples,Britannia,567,2 L,N/A,90
ITM0522,Britannia Toothpaste,Personal Care,Britannia,306.62,250 g,N/A,30
ITM0523,Everest Detergent Powder,Home Care,Everest,111.51,250 g,N/A,90
ITM0524,Britannia Bread Sticks,Bakery,Britannia,215.44,6 pcs,N/A,365
ITM0525,Tata Frozen Nuggets,Frozen & Instant Food,Tata,150.41,500 g,N/A,30
ITM0526,Local Brand Baby Wipes,Baby Care,Local Brand,795.47,1 pc,N/A,365
ITM0527,Fortune Notebook,Stationery & Electronics,Fortune,585.95,6 pcs,N/A,365
ITM0528,HUL Pet Treats,Pet Care,HUL,354.84,200 g,N/A,365
ITM0529,HUL Apple,Fruits & Vegetables,HUL,61.18,250 g,N/A,365
ITM0530,Himalaya Muesli,Dairy & Breakfast,Himalaya,284.5,2 L,Regular,30
ITM0531,Local Brand Biscuits,Snacks & Munchies,Local Brand,88.51,1 kg,N/A,90
ITM0532,Local Brand Tea Bags,Beverages,Local Brand,93.5,6 pcs,N/A,30
ITM0533,Haldiram's Sooji,Staples,Haldiram's,111.25,250 g,N/A,7
ITM0534,Surf Excel Razor,Personal Care,Surf Excel,228.51,100 g,N/A,180
ITM0535,Pedigree Detergent Powder,Home Care,Pedigree,46.56,1 kg,N/A,30
ITM0536,Britannia Cake,Bakery,Britannia,170.85,2 L,N/A,2
ITM0537,Amul Frozen Paratha,Frozen & Instant Food,Amul,253.6,100 g,N/A,2
ITM0538,Colgate Diapers,Baby Care,Colgate,208.78,1 kg,N/A,30
ITM0539,Cadbury Batteries,Stationery & Electronics,Cadbury,92.46,500 g,N/A,365
ITM0540,Surf Excel Pet Shampoo,Pet Care,Surf Excel,85.73,1 kg,N/A,365
ITM0541,HUL Banana,Fruits & Vegetables,HUL,30.75,1 kg,N/A,7
ITM0542,Cadbury Yogurt,Dairy & Breakfast,Cadbury,260.57,200 g,Regular,365
ITM0543,Parle Rusk,Snacks & Munchies,Parle,52.04,2 L,N/A,30
ITM0544,MTR Instant Coffee,Beverages,MTR,28.27,250 g,N/A,30
ITM0545,MTR Cooking Oil,Staples,MTR,50.33,250 g,N/A,90
ITM0546,Tata Hand Sanitizer,Personal Care,Tata,360.66,1 pc,N/A,365
ITM0547,MTR Detergent Powder,Home Care,MTR,71.87,12 pcs,N/A,90
ITM0548,Cadbury Bun,Bakery,Cadbury,29.79,250 g,N/A,7
ITM0549,Parle Ice Cream,Frozen & Instant Food,Parle,194.88,100 g,N/A,365
ITM0550,Mother Dairy Baby Wipes,Baby Care,Mother Dairy,240.94,2 L,N/A,365
ITM0551,Amul Earphones,Stationery & Electronics,Amul,834.72,1 kg,N/A,2
ITM0552,Surf Excel Pet Treats,Pet Care,Surf Excel,584.5,6 pcs,N/A,365
ITM0553,Pedigree Apple,Fruits & Vegetables,Pedigree,72.78,12 pcs,N/A,365
ITM0554,Nestle Toned Milk,Dairy & Breakfast,Nestle,224.79,1 pc,Low Fat,90
ITM0555,Fortune Chocolate Bar,Snacks & Munchies,Fortune,113.57,200 g,N/A,2
ITM0556,MTR Lemonade,Beverages,MTR,172.82,1 kg,N/A,90
ITM0557,Fortune Cooking Oil,Staples,Fortune,582.9,250 g,N/A,180
ITM0558,Dabur Shampoo,Personal Care,Dabur,119.92,500 g,N/A,90
ITM0559,Mother Dairy Detergent Powder,Home Care,Mother Dairy,267.59,2 L,N/A,7
ITM0560,Surf Excel Bread Sticks,Bakery,Surf Excel,106.99,200 g,N/A,7
ITM0561,Mother Dairy Frozen Nuggets,Frozen & Instant Food,Mother Dairy,374.33,1 pc,N/A,30
ITM0562,Cadbury Diapers,Baby Care,Cadbury,791.12,1 kg,N/A,2
ITM0563,Cadbury Pen Set,Stationery & Electronics,Cadbury,325.57,6 pcs,N/A,2
ITM0564,Parle Cat Food,Pet Care,Parle,471.96,200 g,N/A,30
ITM0565,Amul Spinach,Fruits & Vegetables,Amul,69.61,12 pcs,N/A,365
ITM0566,Haldiram's Toned Milk,Dairy & Breakfast,Haldiram's,334.72,250 g,Regular,7
ITM0567,Surf Excel Popcorn,Snacks & Munchies,Surf Excel,78.5,250 g,N/A,7
ITM0568,Britannia Packaged Juice,Beverages,Britannia,28.53,6 pcs,N/A,30
ITM0569,ITC Cooking Oil,Staples,ITC,287,6 pcs,N/A,90
ITM0570,Patanjali Hand Sanitizer,Personal Care,Patanjali,62.82,250 g,N/A,90
ITM0571,Dabur Toilet Cleaner,Home Care,Dabur,241.91,6 pcs,N/A,2
ITM0572,Parle Cake,Bakery,Parle,125.01,250 g,N/A,30
ITM0573,Colgate Frozen Nuggets,Frozen & Instant Food,Colgate,182.24,12 pcs,N/A,90
ITM0574,ITC Baby Shampoo,Baby Care,ITC,460.59,100 g,N/A,30
ITM0575,Haldiram's LED Bulb,Stationery & Electronics,Haldiram's,117.25,100 g,N/A,365
ITM0576,HUL Pet Treats,Pet Care,HUL,392.71,100 g,N/A,180
ITM0577,Patanjali Grapes,Fruits & Vegetables,Patanjali,97.69,1 kg,N/A,365
ITM0578,Pedigree Cheese Slices,Dairy & Breakfast,Pedigree,38.76,2 L,Low Fat,90
ITM0579,Fortune Chocolate Bar,Snacks & Munchies,Fortune,57.08,200 g,N/A,365
ITM0580,Amul Packaged Juice,Beverages,Amul,101.45,100 g,N/A,30
ITM0581,Amul Rajma,Staples,Amul,587.71,1 kg,N/A,90
ITM0582,ITC Shampoo,Personal Care,ITC,70.69,6 pcs,N/A,30
ITM0583,Everest Scrub Pad,Home Care,Everest,68.12,1 kg,N/A,30
ITM0584,Himalaya Cake,Bakery,Himalaya,135.55,2 L,N/A,30
ITM0585,Surf Excel Momos,Frozen & Instant Food,Surf Excel,350.84,1 kg,N/A,30
ITM0586,Patanjali Diapers,Baby Care,Patanjali,698.83,12 pcs,N/A,90
ITM0587,Himalaya USB Cable,Stationery & Electronics,Himalaya,192.24,2 L,N/A,30
ITM0588,Amul Dog Food,Pet Care,Amul,283.76,1 pc,N/A,180
ITM0589,Parle Banana,Fruits & Vegetables,Parle,85.86,200 g,N/A,30
ITM0590,Dabur Cornflakes,Dairy & Breakfast,Dabur,138.38,250 g,Regular,90
ITM0591,Dabur Banana Chips,Snacks & Munchies,Dabur,129.37,100 g,N/A,7
ITM0592,Amul Tea Bags,Beverages,Amul,81.68,2 L,N/A,2
ITM0593,Parle Besan,Staples,Parle,109.41,2 L,N/A,180
ITM0594,HUL Soap Bar,Personal Care,HUL,372.78,200 g,N/A,365
ITM0595,Local Brand Detergent Powder,Home Care,Local Brand,260.21,500 g,N/A,365
ITM0596,Parle Muffin,Bakery,Parle,57.46,500 g,N/A,90
ITM0597,Fortune Frozen Nuggets,Frozen & Instant Food,Fortune,112.27,1 kg,N/A,2
ITM0598,Nestle Baby Powder,Baby Care,Nestle,285.2,2 L,N/A,2
ITM0599,ITC Extension Cord,Stationery & Electronics,ITC,239.02,500 g,N/A,2
ITM0600,Dabur Cat Food,Pet Care,Dabur,180.33,250 g,N/A,30
ITM0601,Dabur Carrot,Fruits & Vegetables,Dabur,50.6,500 g,N/A,2
ITM0602,Local Brand Butter,Dairy & Breakfast,Local Brand,90.69,100 g,Low Fat,365
ITM0603,Dabur Trail Mix,Snacks & Munchies,Dabur,80.59,2 L,N/A,90
ITM0604,HUL Green Tea,Beverages,HUL,159.31,100 g,N/A,365
ITM0605,Parle Poha,Staples,Parle,283.24,2 L,N/A,180
ITM0606,Colgate Deodorant,Personal Care,Colgate,173.38,100 g,N/A,2
ITM0607,Himalaya Scrub Pad,Home Care,Himalaya,278.73,2 L,N/A,2
ITM0608,Cadbury Rusk,Bakery,Cadbury,27.86,6 pcs,N/A,180
ITM0609,Colgate Frozen Nuggets,Frozen & Instant Food,Colgate,349.9,1 pc,N/A,2
ITM0610,Patanjali Baby Lotion,Baby Care,Patanjali,389.92,12 pcs,N/A,30
ITM0611,Parle Notebook,Stationery & Electronics,Parle,371.68,250 g,N/A,30
ITM0612,Surf Excel Dog Food,Pet Care,Surf Excel,220.58,12 pcs,N/A,30
ITM0613,Everest Grapes,Fruits & Vegetables,Everest,67.76,250 g,N/A,30
ITM0614,Patanjali Eggs,Dairy & Breakfast,Patanjali,188.37,100 g,Low Fat,30
ITM0615,Mother Dairy Peanuts,Snacks & Munchies,Mother Dairy,67.88,1 kg,N/A,30
ITM0616,Cadbury Buttermilk,Beverages,Cadbury,161.25,2 L,N/A,365
ITM0617,Colgate Besan,Staples,Colgate,119.58,2 L,N/A,7
ITM0618,Tata Razor,Personal Care,Tata,283.66,12 pcs,N/A,30
ITM0619,Himalaya Floor Cleaner,Home Care,Himalaya,75.71,500 g,N/A,180
ITM0620,Patanjali Croissant,Bakery,Patanjali,157.51,100 g,N/A,365
ITM0621,Nestle Frozen Peas,Frozen & Instant Food,Nestle,229.29,250 g,N/A,180
ITM0622,Dabur Baby Wipes,Baby Care,Dabur,755.94,200 g,N/A,365
ITM0623,Britannia Pen Set,Stationery & Electronics,Britannia,311.24,200 g,N/A,180
ITM0624,Parle Pet Shampoo,Pet Care,Parle,161.27,500 g,N/A,7
ITM0625,Pedigree Cauliflower,Fruits & Vegetables,Pedigree,62.81,250 g,N/A,90
ITM0626,Everest Oats,Dairy & Breakfast,Everest,53.52,2 L,Regular,365
ITM0627,Cadbury Namkeen Mix,Snacks & Munchies,Cadbury,54.06,2 L,N/A,30
ITM0628,Parle Soda,Beverages,Parle,94.91,250 g,N/A,365
ITM0629,Surf Excel Toor Dal,Staples,Surf Excel,434.95,250 g,N/A,2
ITM0630,Amul Body Lotion,Personal Care,Amul,311.49,100 g,N/A,180
